Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef,Site,Line
11/29/2014,Iowa,,,,,,,,,Nebraska,,,,,,,,,H,
11/29/2014,Iowa State,,,,,,,,,West Virginia,,,,,,,,,H,
11/29/2014,Kansas,,,,,,,,,Kansas State,,,,,,,,,V,
11/29/2014,Kansas State,,,,,,,,,Kansas,,,,,,,,,H,
11/29/2014,Kentucky,,,,,,,,,Louisville,,,,,,,,,V,
11/29/2014,Louisiana Tech,,,,,,,,,Rice,,,,,,,,,H,
11/29/2014,Louisville,,,,,,,,,Kentucky,,,,,,,,,H,
11/29/2014,Maryland,,,,,,,,,Rutgers,,,,,,,,,H,
11/29/2014,Memphis,,,,,,,,,Connecticut,,,,,,,,,H,
11/29/2014,Miami-Florida,,,,,,,,,Pittsburgh,,,,,,,,,H,
11/29/2014,Michigan,,,,,,,,,Ohio State,,,,,,,,,V,
11/29/2014,Michigan State,,,,,,,,,Penn State,,,,,,,,,V,
11/29/2014,Middle Tennessee,,,,,,,,,UTEP,,,,,,,,,V,
11/29/2014,Minnesota,,,,,,,,,Wisconsin,,,,,,,,,V,
11/29/2014,Mississippi,,,,,,,,,Mississippi State,,,,,,,,,H,
11/29/2014,Mississippi State,,,,,,,,,Mississippi,,,,,,,,,V,
11/29/2014,Nebraska,,,,,,,,,Iowa,,,,,,,,,V,
11/29/2014,Nevada-Las Vegas,,,,,,,,,Nevada-Reno,,,,,,,,,H,
11/29/2014,Nevada-Reno,,,,,,,,,Nevada-Las Vegas,,,,,,,,,V,
11/29/2014,New Mexico,,,,,,,,,Wyoming,,,,,,,,,H,
11/29/2014,New Mexico State,,,,,,,,,Arkansas State,,,,,,,,,V,
11/29/2014,No Carolina State,,,,,,,,,North Carolina,,,,,,,,,V,
11/29/2014,North Carolina,,,,,,,,,No Carolina State,,,,,,,,,H,
11/29/2014,North Texas,,,,,,,,,Texas-San Antonio,,,,,,,,,V,
11/29/2014,Northwestern,,,,,,,,,Illinois,,,,,,,,,H,
11/29/2014,Notre Dame,,,,,,,,,Southern Cal,,,,,,,,,V,
11/29/2014,Ohio State,,,,,,,,,Michigan,,,,,,,,,H,
11/29/2014,Old Dominion,,,,,,,,,Florida Atlantic,,,,,,,,,V,
11/29/2014,Oregon,,,,,,,,,Oregon State,,,,,,,,,V,
11/29/2014,Oregon State,,,,,,,,,Oregon,,,,,,,,,H,
11/29/2014,Penn State,,,,,,,,,Michigan State,,,,,,,,,H,
11/29/2014,Pittsburgh,,,,,,,,,Miami-Florida,,,,,,,,,V,
11/29/2014,Purdue,,,,,,,,,Indiana,,,,,,,,,V,
11/29/2014,Rice,,,,,,,,,Louisiana Tech,,,,,,,,,V,
11/29/2014,Rutgers,,,,,,,,,Maryland,,,,,,,,,V,
11/29/2014,San Diego State,,,,,,,,,San Jose State,,,,,,,,,H,
11/29/2014,San Jose State,,,,,,,,,San Diego State,,,,,,,,,V,
11/29/2014,South Carolina,,,,,,,,,Clemson,,,,,,,,,V,
11/29/2014,Southern Cal,,,,,,,,,Notre Dame,,,,,,,,,H,
11/29/2014,Southern Miss,,,,,,,,,U-A-B,,,,,,,,,H,
11/29/2014,Syracuse,,,,,,,,,Boston College,,,,,,,,,V,
11/29/2014,Temple,,,,,,,,,Cincinnati,,,,,,,,,H,
11/29/2014,Tennessee,,,,,,,,,Vanderbilt,,,,,,,,,V,
11/29/2014,Texas State,,,,,,,,,Georgia State,,,,,,,,,V,
11/29/2014,Texas Tech,,,,,,,,,Baylor,,,,,,,,,V,
11/29/2014,Texas-San Antonio,,,,,,,,,North Texas,,,,,,,,,H,
11/29/2014,Troy,,,,,,,,,UL-Lafayette,,,,,,,,,H,
11/29/2014,U-A-B,,,,,,,,,Southern Miss,,,,,,,,,V,
11/29/2014,UL-Lafayette,,,,,,,,,Troy,,,,,,,,,V,
11/29/2014,UL-Monroe,,,,,,,,,Georgia Southern,,,,,,,,,V,
11/29/2014,UTEP,,,,,,,,,Middle Tennessee,,,,,,,,,H,
11/29/2014,Utah,,,,,,,,,Colorado,,,,,,,,,V,
11/29/2014,Utah State,,,,,,,,,Boise State,,,,,,,,,V,
11/29/2014,Vanderbilt,,,,,,,,,Tennessee,,,,,,,,,H,
11/29/2014,Wake Forest,,,,,,,,,Duke,,,,,,,,,V,
11/29/2014,Washington,,,,,,,,,Washington State,,,,,,,,,V,
11/29/2014,Washington State,,,,,,,,,Washington,,,,,,,,,H,
11/29/2014,West Virginia,,,,,,,,,Iowa State,,,,,,,,,V,
11/29/2014,Wisconsin,,,,,,,,,Minnesota,,,,,,,,,H,
11/29/2014,Wyoming,,,,,,,,,New Mexico,,,,,,,,,V,
12/04/2014,East Carolina,,,,,,,,,U-C-F,,,,,,,,,H,
12/04/2014,U-C-F,,,,,,,,,East Carolina,,,,,,,,,V,
12/06/2014,Baylor,,,,,,,,,Kansas State,,,,,,,,,H,
12/06/2014,Cincinnati,,,,,,,,,Houston,,,,,,,,,H,
12/06/2014,Connecticut,,,,,,,,,S-M-U,,,,,,,,,H,
12/06/2014,Houston,,,,,,,,,Cincinnati,,,,,,,,,V,
12/06/2014,Iowa State,,,,,,,,,Texas Christian,,,,,,,,,V,
12/06/2014,Kansas State,,,,,,,,,Baylor,,,,,,,,,V,
12/06/2014,Oklahoma,,,,,,,,,Oklahoma State,,,,,,,,,H,
12/06/2014,Oklahoma State,,,,,,,,,Oklahoma,,,,,,,,,V,
12/06/2014,S-M-U,,,,,,,,,Connecticut,,,,,,,,,V,
12/06/2014,Temple,,,,,,,,,Tulane,,,,,,,,,V,
12/06/2014,Texas Christian,,,,,,,,,Iowa State,,,,,,,,,H,
12/06/2014,Tulane,,,,,,,,,Temple,,,,,,,,,H,
12/13/2014,Army,,,,,,,,,Navy,,,,,,,,,H,
12/13/2014,Navy,,,,,,,,,Army,,,,,,,,,V,
